Conversation_ID,Date,Time,Agent_name,Department,Answered (Y/N),Resolved,Respond_time,Avg_handeling_time,Satisfaction rating
ID1130,2016-01-20,17:55:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID1127,2016-01-20,17:42:00,Joe,Television,Y,Y,73.0,45,3.0
ID1128,2016-01-20,17:42:00,Becky,Washing Machine,Y,Y,108.0,140,4.0
ID1125,2016-01-20,16:20:00,Becky,Toaster,Y,Y,52.0,177,5.0
ID1126,2016-01-20,16:20:00,Stewart,Washing Machine,N,N,66.0,219,0.0
ID1123,2016-01-20,16:00:00,Becky,Fridge,Y,Y,72.0,251,2.0
ID1124,2016-01-20,16:00:00,Becky,Fridge,Y,Y,60.0,392,3.0
ID1121,2016-01-20,14:03:00,Jim,Fridge,Y,Y,57.0,293,3.0
ID1122,2016-01-20,14:03:00,Jim,Fridge,Y,Y,14.0,148,3.0
ID1119,2016-01-20,13:59:00,Joe,Television,Y,Y,112.0,406,3.0
ID1120,2016-01-20,13:59:00,Diane,Toaster,N,N,64.0,221,0.0
ID1115,2016-01-20,13:26:00,Greg,Air Conditioner,Y,N,25.0,392,3.0
ID1116,2016-01-20,13:26:00,Jim,Fridge,Y,Y,122.0,133,4.0
ID1117,2016-01-20,13:26:00,Stewart,Television,Y,Y,36.0,61,4.0
ID1118,2016-01-20,13:26:00,Stewart,Washing Machine,Y,Y,37.0,94,3.0
ID1113,2016-01-20,13:00:00,Stewart,Toaster,Y,Y,34.0,34,5.0
ID1114,2016-01-20,13:00:00,Stewart,Toaster,Y,Y,64.0,94,5.0
ID1111,2016-01-20,12:59:00,Martha,Air Conditioner,Y,Y,93.0,330,4.0
ID1112,2016-01-20,12:59:00,Becky,Television,Y,Y,101.0,202,5.0
ID1109,2016-01-20,12:27:00,Diane,Air Conditioner,Y,Y,63.0,290,2.0
ID1110,2016-01-20,12:27:00,Martha,Television,Y,Y,77.0,382,4.0
ID1107,2016-01-20,12:07:00,Becky,Washing Machine,Y,Y,102.0,76,1.0
ID1108,2016-01-20,12:07:00,Greg,Washing Machine,Y,Y,40.0,322,2.0
ID1105,2016-01-20,12:00:00,Joe,Television,Y,Y,58.0,254,5.0
ID1106,2016-01-20,12:00:00,Greg,Toaster,Y,Y,15.0,395,1.0
ID1103,2016-01-20,11:24:00,Becky,Toaster,Y,Y,43.0,56,3.0
ID1104,2016-01-20,11:24:00,Martha,Television,N,N,71.0,226,0.0
ID1101,2016-01-20,10:22:00,Stewart,Toaster,Y,Y,24.0,248,4.0
ID1102,2016-01-20,10:22:00,Jim,Fridge,Y,Y,94.0,250,5.0
ID1095,2016-01-20,09:46:00,Joe,Fridge,Y,Y,71.0,161,3.0
ID1096,2016-01-20,09:46:00,Stewart,Toaster,Y,Y,54.0,264,4.0
ID1097,2016-01-20,09:46:00,Greg,Fridge,N,N,67.0,228,0.0
ID1098,2016-01-20,09:46:00,Dan,Toaster,N,N,67.0,237,0.0
ID1099,2016-01-20,09:46:00,Jim,Television,Y,Y,54.0,86,4.0
ID1100,2016-01-20,09:46:00,Joe,Air Conditioner,Y,Y,62.0,109,2.0
ID1093,2016-01-20,09:05:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID1094,2016-01-20,09:05:00,Stewart,Fridge,Y,Y,99.0,279,4.0
ID1091,2016-01-19,17:24:00,Jim,Washing Machine,N,N,67.0,231,0.0
ID1092,2016-01-19,17:24:00,Jim,Air Conditioner,Y,Y,56.0,398,4.0
ID1089,2016-01-19,17:15:00,Becky,Television,Y,Y,35.0,59,3.0
ID1090,2016-01-19,17:15:00,Diane,Washing Machine,Y,Y,48.0,395,4.0
ID1087,2016-01-19,16:56:00,Joe,Fridge,Y,Y,115.0,407,4.0
ID1088,2016-01-19,16:56:00,Dan,Toaster,Y,Y,106.0,111,4.0
ID1085,2016-01-19,16:40:00,Jim,Washing Machine,Y,N,105.0,110,4.0
ID1086,2016-01-19,16:40:00,Joe,Washing Machine,Y,Y,59.0,310,5.0
ID1083,2016-01-19,16:09:00,Greg,Washing Machine,Y,Y,90.0,392,4.0
ID1084,2016-01-19,16:09:00,Dan,Washing Machine,Y,Y,43.0,240,4.0
ID1081,2016-01-19,15:54:00,Becky,Fridge,N,N,64.0,220,0.0
ID1082,2016-01-19,15:54:00,Joe,Air Conditioner,Y,Y,63.0,260,4.0
ID1079,2016-01-19,15:34:00,Jim,Washing Machine,Y,Y,20.0,147,4.0
ID1080,2016-01-19,15:34:00,Greg,Toaster,Y,Y,93.0,101,2.0
ID1077,2016-01-19,15:30:00,Becky,Television,Y,Y,103.0,169,3.0
ID1078,2016-01-19,15:30:00,Becky,Air Conditioner,Y,Y,18.0,121,5.0
ID1075,2016-01-19,15:00:00,Greg,Washing Machine,N,N,67.0,228,0.0
ID1076,2016-01-19,15:00:00,Martha,Air Conditioner,Y,Y,122.0,255,3.0
ID1073,2016-01-19,14:22:00,Stewart,Television,Y,Y,44.0,369,5.0
ID1074,2016-01-19,14:22:00,Joe,Toaster,Y,Y,91.0,403,4.0
ID1071,2016-01-19,13:45:00,Martha,Toaster,Y,Y,104.0,213,4.0
ID1072,2016-01-19,13:45:00,Martha,Toaster,Y,Y,116.0,345,3.0
ID1069,2016-01-19,13:37:00,Stewart,Toaster,Y,Y,18.0,319,3.0
ID1070,2016-01-19,13:37:00,Diane,Washing Machine,N,N,64.0,221,0.0
ID1067,2016-01-19,13:36:00,Greg,Air Conditioner,N,N,67.0,228,0.0
ID1068,2016-01-19,13:36:00,Dan,Fridge,Y,Y,80.0,292,5.0
ID1065,2016-01-19,13:26:00,Diane,Television,Y,Y,99.0,136,5.0
ID1066,2016-01-19,13:26:00,Diane,Television,Y,Y,23.0,272,4.0
ID1063,2016-01-19,13:22:00,Jim,Fridge,Y,Y,94.0,57,5.0
ID1064,2016-01-19,13:22:00,Dan,Toaster,N,N,67.0,237,0.0
ID1061,2016-01-19,13:14:00,Jim,Toaster,Y,Y,19.0,96,5.0
ID1062,2016-01-19,13:14:00,Greg,Washing Machine,Y,Y,114.0,85,3.0
ID1059,2016-01-19,12:59:00,Dan,Television,Y,N,45.0,224,4.0
ID1060,2016-01-19,12:59:00,Dan,Air Conditioner,N,N,67.0,237,0.0
ID1057,2016-01-19,12:40:00,Joe,Air Conditioner,Y,Y,47.0,358,5.0
ID1058,2016-01-19,12:40:00,Martha,Toaster,Y,Y,42.0,126,5.0
ID1055,2016-01-19,12:28:00,Martha,Television,N,N,71.0,226,0.0
ID1056,2016-01-19,12:28:00,Stewart,Washing Machine,Y,Y,84.0,404,2.0
ID1053,2016-01-19,11:55:00,Jim,Toaster,Y,Y,98.0,143,1.0
ID1054,2016-01-19,11:55:00,Joe,Fridge,Y,Y,91.0,240,5.0
ID1051,2016-01-19,11:44:00,Jim,Toaster,Y,Y,64.0,366,5.0
ID1052,2016-01-19,11:44:00,Jim,Washing Machine,Y,N,79.0,409,1.0
ID1049,2016-01-19,11:25:00,Dan,Washing Machine,N,N,67.0,237,0.0
ID1050,2016-01-19,11:25:00,Jim,Fridge,Y,Y,96.0,339,5.0
ID1047,2016-01-19,10:52:00,Stewart,Television,N,N,66.0,219,0.0
ID1048,2016-01-19,10:52:00,Martha,Television,Y,Y,81.0,87,4.0
ID1045,2016-01-19,10:33:00,Becky,Washing Machine,N,N,64.0,220,0.0
ID1046,2016-01-19,10:33:00,Joe,Washing Machine,Y,N,106.0,232,4.0
ID1043,2016-01-19,10:19:00,Greg,Toaster,Y,Y,116.0,348,5.0
ID1044,2016-01-19,10:19:00,Diane,Fridge,Y,N,89.0,200,3.0
ID1041,2016-01-19,10:13:00,Joe,Air Conditioner,N,N,71.0,226,0.0
ID1042,2016-01-19,10:13:00,Joe,Television,N,N,71.0,226,0.0
ID1039,2016-01-19,09:44:00,Joe,Washing Machine,N,N,71.0,226,0.0
ID1040,2016-01-19,09:44:00,Becky,Toaster,Y,Y,10.0,191,2.0
ID1037,2016-01-19,09:36:00,Stewart,Air Conditioner,Y,Y,87.0,223,5.0
ID1038,2016-01-19,09:36:00,Martha,Washing Machine,Y,Y,111.0,186,5.0
ID1035,2016-01-19,09:18:00,Martha,Washing Machine,Y,Y,60.0,32,3.0
ID1036,2016-01-19,09:18:00,Diane,Television,Y,Y,59.0,302,5.0
ID1033,2016-01-19,09:15:00,Becky,Air Conditioner,Y,Y,14.0,116,3.0
ID1034,2016-01-19,09:15:00,Joe,Washing Machine,Y,N,10.0,283,4.0
ID1031,2016-01-19,09:02:00,Dan,Toaster,Y,Y,125.0,363,3.0
ID1032,2016-01-19,09:02:00,Stewart,Fridge,Y,Y,112.0,113,3.0
ID1029,2016-01-18,17:55:00,Greg,Toaster,Y,Y,46.0,301,3.0
ID1030,2016-01-18,17:55:00,Stewart,Fridge,Y,Y,11.0,52,1.0
ID1027,2016-01-18,17:42:00,Greg,Air Conditioner,Y,Y,105.0,294,4.0
ID1028,2016-01-18,17:42:00,Jim,Toaster,Y,Y,102.0,294,4.0
ID1025,2016-01-18,17:26:00,Martha,Air Conditioner,Y,Y,45.0,325,4.0
ID1026,2016-01-18,17:26:00,Jim,Fridge,Y,Y,30.0,298,5.0
ID1023,2016-01-18,17:25:00,Martha,Television,Y,Y,46.0,127,3.0
ID1024,2016-01-18,17:25:00,Becky,Air Conditioner,Y,Y,45.0,415,3.0
ID1019,2016-01-18,17:18:00,Joe,Washing Machine,Y,Y,71.0,37,3.0
ID1020,2016-01-18,17:18:00,Stewart,Air Conditioner,Y,Y,47.0,137,3.0
ID1021,2016-01-18,17:18:00,Stewart,Fridge,Y,Y,54.0,288,3.0
ID1022,2016-01-18,17:18:00,Becky,Toaster,Y,Y,101.0,269,4.0
ID1017,2016-01-18,17:13:00,Jim,Fridge,Y,Y,16.0,309,1.0
ID1018,2016-01-18,17:13:00,Greg,Air Conditioner,Y,Y,75.0,416,5.0
ID1015,2016-01-18,16:49:00,Stewart,Air Conditioner,Y,Y,96.0,329,5.0
ID1016,2016-01-18,16:49:00,Joe,Air Conditioner,Y,Y,45.0,125,5.0
ID1013,2016-01-18,16:12:00,Stewart,Fridge,Y,Y,32.0,220,5.0
ID1014,2016-01-18,16:12:00,Joe,Washing Machine,Y,N,24.0,226,4.0
ID1011,2016-01-18,15:50:00,Jim,Fridge,N,N,67.0,231,0.0
ID1012,2016-01-18,15:50:00,Greg,Television,Y,Y,24.0,195,5.0
ID1009,2016-01-18,15:18:00,Stewart,Television,Y,Y,33.0,136,4.0
ID1010,2016-01-18,15:18:00,Becky,Washing Machine,N,N,64.0,220,0.0
ID1007,2016-01-18,14:58:00,Martha,Washing Machine,Y,Y,36.0,263,3.0
ID1008,2016-01-18,14:58:00,Joe,Air Conditioner,N,N,71.0,226,0.0
ID1003,2016-01-18,13:10:00,Dan,Television,Y,Y,79.0,47,4.0
ID1004,2016-01-18,13:10:00,Jim,Air Conditioner,N,N,67.0,231,0.0
ID1005,2016-01-18,13:10:00,Martha,Fridge,Y,Y,87.0,280,4.0
ID1006,2016-01-18,13:10:00,Dan,Washing Machine,Y,N,65.0,364,4.0
ID1001,2016-01-18,12:48:00,Martha,Toaster,Y,Y,24.0,363,4.0
ID1002,2016-01-18,12:48:00,Dan,Toaster,Y,N,94.0,282,4.0
ID0999,2016-01-18,12:41:00,Stewart,Television,Y,Y,19.0,237,2.0
ID1000,2016-01-18,12:41:00,Becky,Fridge,Y,Y,31.0,150,4.0
ID0997,2016-01-18,12:38:00,Joe,Toaster,Y,Y,87.0,319,4.0
ID0998,2016-01-18,12:38:00,Greg,Fridge,Y,Y,22.0,362,5.0
ID0995,2016-01-18,12:37:00,Becky,Television,N,N,64.0,220,0.0
ID0996,2016-01-18,12:37:00,Becky,Fridge,Y,N,101.0,276,3.0
ID0993,2016-01-18,12:34:00,Stewart,Washing Machine,N,N,66.0,219,0.0
ID0994,2016-01-18,12:34:00,Dan,Air Conditioner,N,N,67.0,237,0.0
ID0991,2016-01-18,12:00:00,Jim,Washing Machine,Y,Y,121.0,324,3.0
ID0992,2016-01-18,12:00:00,Jim,Toaster,Y,Y,114.0,190,4.0
ID0989,2016-01-18,11:58:00,Diane,Washing Machine,Y,Y,43.0,154,3.0
ID0990,2016-01-18,11:58:00,Jim,Television,Y,Y,89.0,353,3.0
ID0987,2016-01-18,11:57:00,Greg,Air Conditioner,Y,N,38.0,136,5.0
ID0988,2016-01-18,11:57:00,Diane,Television,Y,Y,26.0,95,1.0
ID0985,2016-01-18,11:55:00,Becky,Fridge,Y,Y,123.0,350,2.0
ID0986,2016-01-18,11:55:00,Diane,Fridge,Y,Y,39.0,411,4.0
ID0983,2016-01-18,11:51:00,Greg,Toaster,Y,Y,90.0,134,3.0
ID0984,2016-01-18,11:51:00,Jim,Television,Y,N,57.0,250,1.0
ID0981,2016-01-18,11:47:00,Stewart,Toaster,N,N,66.0,219,0.0
ID0982,2016-01-18,11:47:00,Jim,Television,Y,Y,90.0,407,3.0
ID0979,2016-01-18,11:28:00,Martha,Television,N,N,71.0,226,0.0
ID0980,2016-01-18,11:28:00,Dan,Toaster,Y,Y,33.0,88,3.0
ID0977,2016-01-18,10:16:00,Stewart,Washing Machine,Y,Y,45.0,420,5.0
ID0978,2016-01-18,10:16:00,Joe,Fridge,Y,Y,95.0,136,1.0
ID0975,2016-01-18,09:36:00,Diane,Fridge,N,N,64.0,221,0.0
ID0976,2016-01-18,09:36:00,Jim,Television,Y,Y,80.0,417,4.0
ID0973,2016-01-18,09:31:00,Jim,Fridge,Y,Y,113.0,181,5.0
ID0974,2016-01-18,09:31:00,Jim,Air Conditioner,N,N,67.0,231,0.0
ID0969,2016-01-18,09:24:00,Joe,Fridge,Y,Y,53.0,366,4.0
ID0970,2016-01-18,09:24:00,Greg,Washing Machine,Y,N,27.0,374,5.0
ID0971,2016-01-18,09:24:00,Joe,Fridge,Y,Y,30.0,243,3.0
ID0972,2016-01-18,09:24:00,Dan,Washing Machine,N,N,67.0,237,0.0
ID0967,2016-01-17,17:54:00,Becky,Fridge,Y,Y,60.0,120,5.0
ID0968,2016-01-17,17:54:00,Jim,Television,Y,Y,85.0,332,4.0
ID0965,2016-01-17,17:21:00,Dan,Toaster,Y,Y,48.0,193,3.0
ID0966,2016-01-17,17:21:00,Greg,Washing Machine,Y,Y,45.0,99,3.0
ID0963,2016-01-17,17:16:00,Becky,Television,N,N,64.0,220,0.0
ID0964,2016-01-17,17:16:00,Diane,Fridge,Y,N,91.0,249,3.0
ID0961,2016-01-17,17:06:00,Jim,Washing Machine,Y,Y,44.0,160,2.0
ID0962,2016-01-17,17:06:00,Diane,Fridge,Y,Y,97.0,406,4.0
ID0959,2016-01-17,16:29:00,Becky,Toaster,Y,Y,14.0,180,4.0
ID0960,2016-01-17,16:29:00,Martha,Toaster,N,N,71.0,226,0.0
ID0957,2016-01-17,16:24:00,Joe,Television,Y,Y,71.0,340,3.0
ID0958,2016-01-17,16:24:00,Martha,Air Conditioner,Y,Y,44.0,247,4.0
ID0955,2016-01-17,16:22:00,Stewart,Air Conditioner,Y,Y,47.0,248,4.0
ID0956,2016-01-17,16:22:00,Stewart,Toaster,Y,Y,101.0,320,2.0
ID0953,2016-01-17,15:21:00,Joe,Washing Machine,Y,Y,18.0,46,1.0
ID0954,2016-01-17,15:21:00,Greg,Fridge,Y,Y,80.0,76,3.0
ID0951,2016-01-17,15:01:00,Dan,Toaster,Y,Y,53.0,311,2.0
ID0952,2016-01-17,15:01:00,Diane,Fridge,Y,Y,61.0,38,5.0
ID0949,2016-01-17,15:00:00,Greg,Television,N,N,67.0,228,0.0
ID0950,2016-01-17,15:00:00,Dan,Television,Y,Y,124.0,378,4.0
ID0947,2016-01-17,14:31:00,Dan,Air Conditioner,Y,Y,19.0,81,5.0
ID0948,2016-01-17,14:31:00,Stewart,Washing Machine,N,N,66.0,219,0.0
ID0945,2016-01-17,14:28:00,Diane,Toaster,Y,Y,97.0,155,5.0
ID0946,2016-01-17,14:28:00,Becky,Television,Y,Y,118.0,52,4.0
ID0943,2016-01-17,14:18:00,Diane,Television,N,N,64.0,221,0.0
ID0944,2016-01-17,14:18:00,Jim,Toaster,Y,Y,60.0,118,4.0
ID0941,2016-01-17,14:00:00,Martha,Toaster,Y,Y,22.0,293,5.0
ID0942,2016-01-17,14:00:00,Diane,Television,Y,N,113.0,165,2.0
ID0939,2016-01-17,13:53:00,Joe,Washing Machine,Y,Y,120.0,140,4.0
ID0940,2016-01-17,13:53:00,Becky,Air Conditioner,Y,Y,91.0,45,5.0
ID0937,2016-01-17,13:36:00,Diane,Washing Machine,Y,Y,67.0,111,3.0
ID0938,2016-01-17,13:36:00,Stewart,Washing Machine,Y,Y,98.0,76,5.0
ID0935,2016-01-17,13:30:00,Martha,Washing Machine,Y,Y,106.0,167,5.0
ID0936,2016-01-17,13:30:00,Diane,Toaster,Y,Y,97.0,159,2.0
ID0933,2016-01-17,13:29:00,Joe,Air Conditioner,Y,Y,40.0,181,4.0
ID0934,2016-01-17,13:29:00,Martha,Air Conditioner,Y,Y,35.0,187,2.0
ID0931,2016-01-17,12:44:00,Joe,Fridge,N,N,71.0,226,0.0
ID0932,2016-01-17,12:44:00,Jim,Air Conditioner,N,N,67.0,231,0.0
ID0929,2016-01-17,12:38:00,Jim,Television,N,N,67.0,231,0.0
ID0930,2016-01-17,12:38:00,Stewart,Fridge,Y,Y,111.0,139,5.0
ID0927,2016-01-17,11:45:00,Jim,Television,Y,Y,20.0,279,5.0
ID0928,2016-01-17,11:45:00,Stewart,Washing Machine,Y,Y,64.0,346,3.0
ID0923,2016-01-17,11:42:00,Martha,Washing Machine,Y,Y,59.0,137,5.0
ID0924,2016-01-17,11:42:00,Greg,Washing Machine,N,N,67.0,228,0.0
ID0925,2016-01-17,11:42:00,Martha,Washing Machine,Y,Y,125.0,189,2.0
ID0926,2016-01-17,11:42:00,Greg,Television,Y,Y,88.0,246,4.0
ID0921,2016-01-17,10:32:00,Martha,Television,Y,Y,88.0,243,4.0
ID0922,2016-01-17,10:32:00,Stewart,Television,Y,Y,15.0,184,3.0
ID0919,2016-01-17,09:51:00,Becky,Air Conditioner,Y,Y,89.0,191,3.0
ID0920,2016-01-17,09:51:00,Martha,Washing Machine,Y,Y,116.0,378,4.0
ID0917,2016-01-16,18:00:00,Stewart,Television,Y,Y,19.0,103,5.0
ID0918,2016-01-16,18:00:00,Becky,Television,Y,Y,34.0,405,4.0
ID0915,2016-01-16,17:58:00,Greg,Television,Y,Y,82.0,172,4.0
ID0916,2016-01-16,17:58:00,Becky,Fridge,N,N,64.0,220,0.0
ID0913,2016-01-16,17:57:00,Stewart,Toaster,Y,Y,99.0,33,5.0
ID0914,2016-01-16,17:57:00,Joe,Air Conditioner,Y,Y,78.0,107,3.0
ID0911,2016-01-16,17:42:00,Stewart,Washing Machine,Y,Y,36.0,238,4.0
ID0912,2016-01-16,17:42:00,Greg,Washing Machine,Y,Y,48.0,218,3.0
ID0909,2016-01-16,16:52:00,Jim,Toaster,Y,N,58.0,271,2.0
ID0910,2016-01-16,16:52:00,Becky,Television,Y,Y,13.0,125,3.0
ID0907,2016-01-16,16:36:00,Becky,Air Conditioner,Y,Y,61.0,374,3.0
ID0908,2016-01-16,16:36:00,Jim,Air Conditioner,N,N,67.0,231,0.0
ID0905,2016-01-16,16:35:00,Joe,Air Conditioner,Y,Y,114.0,322,4.0
ID0906,2016-01-16,16:35:00,Stewart,Air Conditioner,Y,Y,112.0,54,5.0
ID0903,2016-01-16,15:53:00,Martha,Television,Y,Y,79.0,240,4.0
ID0904,2016-01-16,15:53:00,Becky,Washing Machine,Y,Y,33.0,302,4.0
ID0901,2016-01-16,15:47:00,Greg,Television,Y,Y,87.0,73,3.0
ID0902,2016-01-16,15:47:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID0899,2016-01-16,15:30:00,Becky,Television,Y,N,55.0,52,3.0
ID0900,2016-01-16,15:30:00,Joe,Toaster,Y,N,64.0,68,4.0
ID0897,2016-01-16,15:24:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID0898,2016-01-16,15:24:00,Stewart,Washing Machine,Y,Y,22.0,177,3.0
ID0895,2016-01-16,14:49:00,Dan,Television,Y,N,76.0,400,3.0
ID0896,2016-01-16,14:49:00,Martha,Television,Y,N,97.0,96,4.0
ID0893,2016-01-16,14:39:00,Diane,Air Conditioner,N,N,64.0,221,0.0
ID0894,2016-01-16,14:39:00,Diane,Washing Machine,N,N,64.0,221,0.0
ID0891,2016-01-16,14:25:00,Jim,Air Conditioner,Y,Y,95.0,57,3.0
ID0892,2016-01-16,14:25:00,Stewart,Air Conditioner,Y,Y,45.0,108,4.0
ID0889,2016-01-16,14:11:00,Jim,Fridge,Y,Y,122.0,65,3.0
ID0890,2016-01-16,14:11:00,Diane,Washing Machine,Y,Y,26.0,71,1.0
ID0887,2016-01-16,14:02:00,Greg,Fridge,Y,Y,84.0,162,3.0
ID0888,2016-01-16,14:02:00,Jim,Air Conditioner,Y,Y,78.0,297,2.0
ID0885,2016-01-16,13:36:00,Greg,Television,Y,Y,28.0,415,4.0
ID0886,2016-01-16,13:36:00,Joe,Air Conditioner,Y,Y,30.0,409,4.0
ID0883,2016-01-16,13:35:00,Dan,Air Conditioner,N,N,67.0,237,0.0
ID0884,2016-01-16,13:35:00,Stewart,Toaster,N,N,66.0,219,0.0
ID0881,2016-01-16,13:03:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID0882,2016-01-16,13:03:00,Jim,Television,Y,Y,58.0,138,5.0
ID0879,2016-01-16,12:56:00,Becky,Television,Y,Y,92.0,79,2.0
ID0880,2016-01-16,12:56:00,Stewart,Fridge,Y,N,24.0,348,3.0
ID0877,2016-01-16,12:44:00,Joe,Fridge,Y,N,121.0,229,3.0
ID0878,2016-01-16,12:44:00,Dan,Toaster,Y,Y,55.0,307,3.0
ID0875,2016-01-16,12:28:00,Becky,Toaster,Y,Y,19.0,83,3.0
ID0876,2016-01-16,12:28:00,Diane,Washing Machine,Y,N,107.0,216,4.0
ID0873,2016-01-16,12:14:00,Becky,Television,N,N,64.0,220,0.0
ID0874,2016-01-16,12:14:00,Greg,Air Conditioner,Y,Y,50.0,389,3.0
ID0871,2016-01-16,11:08:00,Jim,Air Conditioner,Y,Y,83.0,52,3.0
ID0872,2016-01-16,11:08:00,Greg,Fridge,N,N,67.0,228,0.0
ID0869,2016-01-16,10:52:00,Diane,Washing Machine,Y,Y,23.0,61,4.0
ID0870,2016-01-16,10:52:00,Dan,Toaster,Y,Y,115.0,36,3.0
ID0867,2016-01-16,10:30:00,Diane,Air Conditioner,Y,Y,15.0,69,2.0
ID0868,2016-01-16,10:30:00,Becky,Air Conditioner,Y,Y,111.0,405,5.0
ID0865,2016-01-16,10:20:00,Dan,Air Conditioner,N,N,67.0,237,0.0
ID0866,2016-01-16,10:20:00,Martha,Fridge,Y,Y,85.0,321,4.0
ID0863,2016-01-16,09:00:00,Becky,Air Conditioner,Y,N,19.0,36,5.0
ID0864,2016-01-16,09:00:00,Dan,Television,Y,Y,107.0,311,1.0
ID0861,2016-01-15,18:00:00,Stewart,Fridge,Y,Y,42.0,373,3.0
ID0862,2016-01-15,18:00:00,Becky,Television,Y,Y,63.0,325,1.0
ID0859,2016-01-15,17:41:00,Becky,Television,Y,Y,24.0,330,5.0
ID0860,2016-01-15,17:41:00,Becky,Television,Y,Y,71.0,159,3.0
ID0857,2016-01-15,17:38:00,Joe,Washing Machine,Y,Y,13.0,290,3.0
ID0858,2016-01-15,17:38:00,Becky,Toaster,N,N,64.0,220,0.0
ID0855,2016-01-15,17:21:00,Dan,Television,Y,Y,76.0,395,3.0
ID0856,2016-01-15,17:21:00,Greg,Fridge,Y,Y,49.0,119,5.0
ID0853,2016-01-15,16:43:00,Jim,Washing Machine,Y,Y,92.0,283,5.0
ID0854,2016-01-15,16:43:00,Diane,Television,Y,Y,54.0,339,5.0
ID0851,2016-01-15,16:40:00,Becky,Fridge,Y,Y,42.0,168,3.0
ID0852,2016-01-15,16:40:00,Jim,Washing Machine,Y,Y,86.0,363,3.0
ID0849,2016-01-15,16:37:00,Becky,Washing Machine,Y,Y,45.0,413,3.0
ID0850,2016-01-15,16:37:00,Greg,Fridge,Y,N,50.0,61,3.0
ID0847,2016-01-15,16:06:00,Joe,Toaster,Y,N,10.0,78,5.0
ID0848,2016-01-15,16:06:00,Stewart,Air Conditioner,Y,Y,117.0,41,4.0
ID0845,2016-01-15,15:46:00,Diane,Air Conditioner,Y,Y,21.0,357,5.0
ID0846,2016-01-15,15:46:00,Stewart,Washing Machine,Y,Y,102.0,166,5.0
ID0843,2016-01-15,15:30:00,Greg,Washing Machine,N,N,67.0,228,0.0
ID0844,2016-01-15,15:30:00,Diane,Television,Y,Y,79.0,372,3.0
ID0841,2016-01-15,15:21:00,Diane,Air Conditioner,Y,N,60.0,208,4.0
ID0842,2016-01-15,15:21:00,Greg,Toaster,Y,Y,93.0,145,2.0
ID0839,2016-01-15,15:01:00,Jim,Washing Machine,Y,Y,21.0,92,5.0
ID0840,2016-01-15,15:01:00,Diane,Toaster,N,N,64.0,221,0.0
ID0837,2016-01-15,14:13:00,Diane,Fridge,Y,Y,42.0,259,2.0
ID0838,2016-01-15,14:13:00,Greg,Toaster,Y,Y,110.0,272,3.0
ID0835,2016-01-15,14:08:00,Diane,Television,Y,Y,92.0,239,4.0
ID0836,2016-01-15,14:08:00,Jim,Fridge,Y,Y,59.0,129,1.0
ID0833,2016-01-15,13:53:00,Jim,Television,Y,Y,10.0,327,4.0
ID0834,2016-01-15,13:53:00,Becky,Toaster,Y,Y,77.0,180,1.0
ID0831,2016-01-15,13:46:00,Dan,Air Conditioner,N,N,67.0,237,0.0
ID0832,2016-01-15,13:46:00,Joe,Television,Y,Y,58.0,259,4.0
ID0829,2016-01-15,11:45:00,Dan,Air Conditioner,Y,Y,111.0,40,4.0
ID0830,2016-01-15,11:45:00,Martha,Fridge,Y,Y,70.0,313,4.0
ID0827,2016-01-15,11:38:00,Becky,Fridge,Y,N,82.0,160,4.0
ID0828,2016-01-15,11:38:00,Diane,Television,Y,Y,91.0,227,3.0
ID0825,2016-01-15,11:31:00,Stewart,Toaster,Y,Y,113.0,121,4.0
ID0826,2016-01-15,11:31:00,Stewart,Fridge,Y,Y,21.0,206,4.0
ID0823,2016-01-15,10:56:00,Diane,Television,Y,Y,29.0,180,4.0
ID0824,2016-01-15,10:56:00,Martha,Fridge,Y,Y,83.0,413,4.0
ID0821,2016-01-15,09:50:00,Stewart,Air Conditioner,Y,Y,33.0,352,3.0
ID0822,2016-01-15,09:50:00,Stewart,Fridge,Y,Y,93.0,116,3.0
ID0817,2016-01-15,09:40:00,Jim,Washing Machine,Y,Y,76.0,107,3.0
ID0818,2016-01-15,09:40:00,Greg,Washing Machine,Y,Y,80.0,242,4.0
ID0819,2016-01-15,09:40:00,Greg,Fridge,Y,N,20.0,337,4.0
ID0820,2016-01-15,09:40:00,Becky,Fridge,Y,Y,82.0,382,3.0
ID0813,2016-01-14,17:32:00,Dan,Washing Machine,Y,Y,76.0,127,2.0
ID0814,2016-01-14,17:32:00,Joe,Washing Machine,Y,Y,78.0,93,2.0
ID0815,2016-01-14,17:32:00,Becky,Television,Y,Y,17.0,153,1.0
ID0816,2016-01-14,17:32:00,Diane,Television,Y,Y,60.0,253,4.0
ID0811,2016-01-14,17:22:00,Stewart,Air Conditioner,Y,Y,123.0,275,1.0
ID0812,2016-01-14,17:22:00,Greg,Washing Machine,N,N,67.0,228,0.0
ID0809,2016-01-14,17:19:00,Greg,Washing Machine,Y,Y,100.0,359,4.0
ID0810,2016-01-14,17:19:00,Jim,Air Conditioner,Y,Y,108.0,384,4.0
ID0807,2016-01-14,16:39:00,Becky,Air Conditioner,N,N,64.0,220,0.0
